"","Strain","Replicate","Phylum","Family","Genus","Run","TI_norm_MBOA","TI_norm_AMPO","TI_norm_APO","TI_norm_BOA","TI_norm_DMG"
"183","LMX9","1","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.734096333250149,0.892216442633815,0.919201043534114,0.530828274135105,NA
"184","LMX9","1","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.670580689349549,0.965068192324783,11315.534473057,0.51132797278993,1.05153311493011
"185","LMX9","2","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.75292860273901,0.871102935536557,0.927837324633918,0.579330315072794,NA
"186","LMX9","2","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.670488294017184,0.941805632957426,3914.19074670342,0.559697084112189,1.02437343340023
"187","LMX9","3","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.715418141394361,0.883869587608422,0.940276199174187,0.578587862317,NA
"188","LMX9","3","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.696087727802947,0.955343189036251,6113.04006220792,0.574001701796922,1.09245689717973
"189","LMX92","1","Proteobacteria","Enterobacteriaceae","Enterobacter","R1",0.570072478165291,29.7744285317874,0.973268450443352,NA,NA
"190","LMX92","1","Proteobacteria","Enterobacteriaceae","Enterobacter","R2",0.525549588941105,0.977315349327207,1.27371250889674,0.718327970243462,1.02385558051325
"191","LMX92","2","Proteobacteria","Enterobacteriaceae","Enterobacter","R1",0.564066418976596,57.8546271399174,0.979376778468438,NA,NA
"192","LMX92","2","Proteobacteria","Enterobacteriaceae","Enterobacter","R2",0.530934169512627,0.974100933193926,1.1941656337503,0.70230631468596,1.02793219008806
"193","LMX92","3","Proteobacteria","Enterobacteriaceae","Enterobacter","R1",0.547916836394175,35.5766719677772,0.965783968777645,NA,NA
"194","LMX92","3","Proteobacteria","Enterobacteriaceae","Enterobacter","R2",0.507515955885032,0.98077235116937,1.35966388729221,0.683321752170593,0.974275686902683
"195","LMX9231","1","Proteobacteria","Enterobacteriaceae","Enterobacter","R1",0.486524582045011,392.470423381992,0.962997897799729,NA,NA
"196","LMX9231","1","Proteobacteria","Enterobacteriaceae","Enterobacter","R2",0.447374523582587,0.992957828854333,1.08501005959305,0.680692252739623,0.960256218285761
"197","LMX9231","2","Proteobacteria","Enterobacteriaceae","Enterobacter","R1",0.485353844734029,23.5302637637377,0.946958221991154,NA,NA
"198","LMX9231","2","Proteobacteria","Enterobacteriaceae","Enterobacter","R2",0.448681245286528,0.968588489222624,1.31318542203346,0.692602290349684,1.04886584672935
"199","LMX9231","3","Proteobacteria","Enterobacteriaceae","Enterobacter","R1",0.484217947176724,16.5821380288872,0.882930416864201,NA,NA
"200","LMX9231","3","Proteobacteria","Enterobacteriaceae","Enterobacter","R2",0.448355837980148,0.999287063337899,1.10016168621612,0.640680984816557,0.950394112670213
"201","LMY1","1","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.623049466311439,59.8504752161494,1.09163052281198,0.46947584572066,NA
"202","LMY1","1","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.746116321747453,1.15470818050356,1.36032750500811,0.679250042575052,0.914420906839177
"203","LMY1","2","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.627837935773156,33.2852066712876,1.05080670337071,0.640453906909035,NA
"204","LMY1","2","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.673289929160759,1.1411790924252,1.19825296258211,0.875068715491496,0.946776348932968
"205","LMY1","3","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.62167049259637,3.66369408643861,0.91665619266485,13.0516322253789,NA
"206","LMY1","3","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.594325905046102,0.961061017616448,1.08759821485205,0.610280451809618,0.88414339323492
"207","LMZ1","1","Proteobacteria","Enterobacteriaceae","Enterobacter","R1",0.53725407066219,0.991242669771693,0.9715014241098,0.638801829194761,NA
"208","LMZ1","1","Proteobacteria","Enterobacteriaceae","Enterobacter","R2",0.49836946571117,0.968538521571384,0.979958314830373,0.692467725037144,0.874703479529017
"209","LMZ1","2","Proteobacteria","Enterobacteriaceae","Enterobacter","R1",0.530140103798928,0.98948913649678,0.980352399229169,0.652276137446524,NA
"210","LMZ1","2","Proteobacteria","Enterobacteriaceae","Enterobacter","R2",0.532825362853965,0.948527658026496,1.21183558880051,0.699445455018674,0.940014186290907
"211","LMZ1","3","Proteobacteria","Enterobacteriaceae","Enterobacter","R1",0.546966060471189,1.01659080541212,0.979269576782759,0.705649901391331,NA
"212","LMZ1","3","Proteobacteria","Enterobacteriaceae","Enterobacter","R2",0.538395872997726,0.957190278651482,1.17591083508415,0.688451501951724,0.939658191601381
"213","LPA2","1","Actinobacteriota","Micrococcaceae","Paenarthrobacter","R1",0.466091579858415,0.758355202872366,0.533209006667302,0.788207343883258,NA
"214","LPA2","1","Actinobacteriota","Micrococcaceae","Paenarthrobacter","R2",0.257103273082295,0.411174036305138,0.347158301910306,0.48771186066974,0.745599536296184
"215","LPA2","2","Actinobacteriota","Micrococcaceae","Paenarthrobacter","R1",0.515616337404725,0.478000148794867,0.636576231971509,0.79064306725117,NA
"216","LPA2","2","Actinobacteriota","Micrococcaceae","Paenarthrobacter","R2",0.322486220697005,0.476462526351349,0.328711802739616,0.339797320159989,0.626610952754152
"217","LPA2","3","Actinobacteriota","Micrococcaceae","Paenarthrobacter","R1",0.4800068212422,0.358355780519165,0.324967930403057,0.489192747769555,NA
"218","LPA2","3","Actinobacteriota","Micrococcaceae","Paenarthrobacter","R2",0.297294531678886,0.412102394717169,0.397058470570026,0.400628946273138,0.732378526665958
"219","LPB4.O","1","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.826446282755503,11.1729230385165,1.06184304526467,NA,NA
"220","LPB4.O","1","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.928753615842368,1.06940369039151,0.774957091335358,0.75011897803709,0.949473855729554
"221","LPB4.O","2","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.783891773790257,2.13157720817724,1.10469176350111,NA,NA
"222","LPB4.O","2","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.892390023266598,1.02234354699866,0.958717718526259,0.71552964469101,0.921977106935084
"223","LPB4.O","3","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.798266663892786,32.4324479106607,1.32378986670798,NA,NA
"224","LPB4.O","3","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.924539251907202,1.01312348837556,0.990872134245754,0.415164850892339,0.882007088396048
"225","LPD11","1","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.810297217161918,0.924463644708397,0.970911687767443,0.553756265691523,NA
"226","LPD11","1","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.773088862372508,0.923554171567533,0.955848553794746,0.558125256708574,1.04904570391034
"227","LPD11","2","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.844743482813069,0.927569997112784,0.966680379223368,0.567802700981844,NA
"228","LPD11","2","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.765663780169704,0.925268271910839,0.938603342910108,0.543014314949896,1.06266401232146
"229","LPD11","3","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.808905708593432,0.934340833452263,1.00539093036333,0.55718053262967,NA
"230","LPD11","3","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.759822384953546,0.93541032632079,0.948825491011167,0.521268436506437,1.00236332149072
"231","LPD2","1","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.765093430108437,0.879253599195025,1.05542089466646,0.921583161425356,NA
"232","LPD2","1","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.88191484546958,1.02511807603189,1.10238340329673,0.706168343800734,0.955265006393108
"233","LPD2","2","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.811083990706135,0.996666879702453,1.05651852261662,0.818187469422984,NA
"234","LPD2","2","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.945442388603198,1.02765853143786,1.52930083432775,0.697283363419798,1.01333172947397
"235","LPD2","3","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.828487620991417,0.976005572186093,0.975838253209085,0.831347888541994,NA
"236","LPD2","3","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.936373889390608,1.02473240458548,1.24461316559464,0.620144354683453,0.813761478392843
"237","LPE13","1","Firmicutes","Paenibacillaceae","Paenibacillus","R1",0.790398005335461,0.66288981444444,0.105025778650286,0.061571242469758,NA
"238","LPE13","1","Firmicutes","Paenibacillaceae","Paenibacillus","R2",0.630995069185621,0.160765916530812,1.32969504832375,0.473981820296989,0.252805438709939
"239","LPE13","2","Firmicutes","Paenibacillaceae","Paenibacillus","R1",0.669199354307193,0.0321429201330485,0.104790380314232,1.06250713085061,NA
"240","LPE13","2","Firmicutes","Paenibacillaceae","Paenibacillus","R2",0.805066593090192,0.256938052733184,0.740273756190152,0.558130559326708,0.451447032810968
"241","LPE13","3","Firmicutes","Paenibacillaceae","Paenibacillus","R1",0.694179685879785,2.81958906999253,0.105294054688438,0.0877744430750753,NA
"242","LPE13","3","Firmicutes","Paenibacillaceae","Paenibacillus","R2",0.523057698270029,0.130093511299039,0.107150621553178,0.36553692874809,0.388159842204778
"243","LRC7.O","1","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.27437406214297,0.957341588786957,0.709130949415922,0.560223155206693,NA
"244","LRC7.O","1","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.245628052402756,0.985196012204389,1.14957698563564,0.504869220629965,0.94857279421353
"245","LRC7.O","2","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.260375065656532,0.910504069452871,0.939650677195312,0.552611418928816,NA
"246","LRC7.O","2","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.2270543513573,0.864263391230989,0.914453073630428,0.502478703120831,1.28505860578464
"247","LRC7.O","3","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.261223511546521,1.13142143075653,0.81571077127582,0.555428363022391,NA
"248","LRC7.O","3","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.731412896376134,2.44470182489322,0.906190573748605,0.507155489550235,0.936583945289799
"249","LRC7.S","1","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.251976528496221,0.933098638090466,0.860243475507146,0.6029587159372,NA
"250","LRC7.S","1","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.220619606288861,0.940400920100216,1.58620087087163,0.56124482830945,0.985608753698485
"251","LRC7.S","2","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.287889339812501,0.960865511292502,0.89922562235025,0.586668741801202,NA
"252","LRC7.S","2","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.248540432606513,0.932148795634849,1.0529471650042,0.529824519990959,1.00476459439262
"253","LRC7.S","3","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.237452131639487,0.932446749346325,0.844277397089142,0.610107405138704,NA
"254","LRC7.S","3","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.25419734367903,1.0362005496317,1.15281365143725,0.507472766467685,0.904671182322509
"255","LRH11","1","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.267259399802184,0.901746166798444,0.956635972584722,0.582918303584064,NA
"256","LRH11","1","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.314572503925072,0.986975283788044,0.912380440865478,0.535874587849289,0.877146952730718
"257","LRH11","2","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.281080959173965,0.916223146051504,0.899691917566332,0.623021286541574,NA
"258","LRH11","2","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.217886287885836,0.896974477165941,1.09961885632754,0.582884361828925,0.962893098168683
"259","LRH11","3","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.300314555977891,0.887272111244602,1.11058339833494,0.525162584997563,NA
"260","LRH11","3","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.27343880081671,0.944682756194754,0.905461077852819,0.538536405050285,1.13008724670072
"261","LRH13","1","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.288558860811368,0.965636542615908,0.941490949382223,0.516154717666711,NA
"262","LRH13","1","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.246451458267123,1.04107529616468,0.911231154991596,0.568279661991606,1.16676421387111
"263","LRH13","2","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.293385164707491,1.00468252430415,1.05629244359667,0.538165086840873,NA
"264","LRH13","2","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.321565598747032,1.03418125802506,0.948317453150658,0.593044707497585,0.990910269041425
"265","LRH13","3","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.318629652503096,0.970588682167298,0.963239530232297,0.608521144730825,NA
"266","LRH13","3","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.273904236527564,1.11295503531267,1.0600005449351,0.540260191943317,0.972923206080778
"267","LRH8.O","1","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.230825532982134,0.91624434156338,0.891223258805702,0.634513100333144,NA
"268","LRH8.O","1","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.276419050685169,0.938552166087969,0.791675087650277,0.666211775274523,1.01455636555711
"269","LRH8.O","2","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.236529320139273,0.929724924172086,0.93003678142479,0.626554170864235,NA
"270","LRH8.O","2","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.193211582411557,0.880159753753037,0.807267937847425,0.623232372510503,0.947369747974481
"271","LRH8.O","3","Proteobacteria","Rhizobiaceae","Rhizobium","R1",0.268122198337827,0.974395442736807,1.02212253323883,0.659626060714013,NA
"272","LRH8.O","3","Proteobacteria","Rhizobiaceae","Rhizobium","R2",0.274005329065643,0.928274642647812,0.958000968119242,0.605745155298769,0.920849364057633
"273","LSP13","1","Proteobacteria","Sphingomonadaceae","Sphingobium","R1",0.504479116579917,0.878564360162346,0.973986455059243,0.383377826022949,NA
"274","LSP13","1","Proteobacteria","Sphingomonadaceae","Sphingobium","R2",0.548019565379466,0.907162978389815,1.00672703807751,0.372255151092615,1.08847718332789
"275","LSP13","2","Proteobacteria","Sphingomonadaceae","Sphingobium","R1",0.449031424638912,0.870584419245868,0.908159444565155,0.426600919193221,NA
"276","LSP13","2","Proteobacteria","Sphingomonadaceae","Sphingobium","R2",0.652465353565158,0.855969325256771,0.863490375027635,0.375089682357015,1.18969509657088
"277","LSP13","3","Proteobacteria","Sphingomonadaceae","Sphingobium","R1",0.612740867603831,0.846244944183103,0.873655952414919,0.402106114664473,NA
"278","LSP13","3","Proteobacteria","Sphingomonadaceae","Sphingobium","R2",0.563741045061622,0.797980912846182,0.892693649225314,0.331799155810045,1.24845419771255
"279","LST11","1","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R1",0.326117942809934,23.3822868018176,0.955760969420952,NA,NA
"280","LST11","1","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R2",0.282097555330475,0.922145312005927,0.993883220802007,0.603644363884566,1.08406402700555
"281","LST11","2","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R1",0.279854070616885,28.8777861450316,1.02118645545077,NA,NA
"282","LST11","2","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R2",0.292762606719809,0.950827469714619,0.952928518301415,0.615158376164213,1.14491573286109
"283","LST11","3","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R1",0.346778309554759,7.7632205835275,0.800283398878018,NA,NA
"284","LST11","3","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R2",0.281872185260356,0.901969141058516,0.944245797089018,0.615200307146407,0.811204820040353
"285","LST12","1","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R1",0.288693529771948,0.951107174214098,0.973148347028929,0.617512239320945,NA
"286","LST12","1","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R2",0.280760559899687,0.984950466785848,1.11146409836475,0.617906812902185,1.1693296155468
"287","LST12","2","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R1",0.396423251062326,0.933464140708595,1.01634526774152,0.609222448131089,NA
"288","LST12","2","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R2",0.269746905271545,0.915455893144247,1.05260715976471,0.5968286524766,0.983956849749031
"289","LST12","3","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R1",0.285587140560388,0.985872715799983,1.02178960525988,0.665918547567694,NA
"290","LST12","3","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R2",0.254809259795867,0.918585490021146,1.36383500773065,0.594591047796509,1.0446496443877
"291","LST14","1","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R1",0.31844661464302,0.898096599378305,0.969947545525236,1.10890409479872,NA
"292","LST14","1","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R2",0.254796318878922,0.87450664200254,1.03324798843282,0.649238177163642,1.11344803967949
"293","LST14","2","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R1",0.342063575591954,0.922806319587602,1.03814305909029,0.583526651263384,NA
"294","LST14","2","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R2",0.276778004129737,0.912693107107499,1.76728052262979,0.59754888027274,1.05824289761615
"295","LST14","3","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R1",0.283801168319781,0.986928746744336,0.998013421873431,0.646235637447152,NA
"296","LST14","3","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R2",0.216969918257192,0.876657331136444,1.09021758277413,0.627757714029954,1.03656388995711
"297","LST15","1","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R1",0.299333536243131,0.961235847150168,2.55466635122918,0.608960051400599,NA
"298","LST15","1","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R2",0.254854218358645,0.920642498282337,0.13330577818131,0.619459531848323,1.04273755811852
"299","LST15","2","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R1",0.316945396105495,0.971665908769807,2.24811321045814,0.625619468828626,NA
"300","LST15","2","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R2",0.227280018366837,0.912314004027835,0.165839880705242,0.622533505021477,1.07178640538989
"301","LST15","3","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R1",0.275213789944621,0.975970038367496,4.12334201228866,0.589518630637637,NA
"302","LST15","3","Proteobacteria","Xanthomonadaceae","Stenotrophomonas","R2",0.243824042275772,0.905341721683759,0.112588580270421,0.60193117762944,0.990049160464981
"303","LWO6","1","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.630430774247718,0.867498332758597,0.939093463659285,0.447051311525149,NA
"304","LWO6","1","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.595179994167638,0.951103990568631,1.40319758929395,0.374172423137408,0.686780769308349
"305","LWO6","2","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.665717463221838,0.847894688265733,0.892078146867384,0.455118591204097,NA
"306","LWO6","2","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.59399778993651,0.964775788879241,0.979201170828697,0.350579536985436,0.704829951291043
"307","LWO6","3","Proteobacteria","Pseudomonadaceae","Pseudomonas","R1",0.609439208775642,0.899070614441358,0.821122266310062,0.482361983318707,NA
"308","LWO6","3","Proteobacteria","Pseudomonadaceae","Pseudomonas","R2",0.597426861765604,0.989062417866125,1.39316383299748,0.355805365184878,0.943464746223706
