"","ASV","ISO","values"
"1","ASV1","LSP13_27f",1
"2","ASV1","LSP13_1492r",1
"3","ASV1","LMA1_1492r",1
"4","ASV1","LMC3_1492r",1
"5","ASV1","LBH1_1492r",1
"6","ASV1","LBH2_1492r",1
"7","ASV1","LBH3_1492r",1
"8","ASV1","LBH4_1492r",1
"9","ASV1","LBH6_1492r",1
"10","ASV1","LBH7_1492r",1
"11","ASV1","LBO4_1492r",1
"12","ASV1","LBO6_1492r",1
"13","ASV1","LWH2_1492r",1
"14","ASV1","LWH4_1492r",1
"15","ASV1","LWH6_1492r",1
"16","ASV1","LWH8_1492r",1
"17","ASV1","LWH9_1492r",1
"18","ASV1","LWO4_1492r",1
"19","ASV1","LAT1_1492r",1
"20","ASV1","LTA5_1492r",1
"21","ASV1","LWS12_1492r",1
"22","ASV1","LWS2_1492r",0.997368421052632
"23","ASV2","LBH1_1492r",1
"24","ASV2","LBH4_1492r",1
"25","ASV2","LBH6_1492r",1
"26","ASV2","LWH2_1492r",1
"27","ASV2","LWH6_1492r",1
"28","ASV2","LWO4_1492r",1
"29","ASV2","LTA5_1492r",1
"30","ASV3","LBH1_1492r",1
"31","ASV3","LBH4_1492r",1
"32","ASV3","LBH6_1492r",1
"33","ASV3","LWH2_1492r",1
"34","ASV3","LWH6_1492r",1
"35","ASV3","LWO4_1492r",1
"36","ASV3","LTA5_1492r",1
"37","ASV4","LBH1_1492r",1
"38","ASV4","LBH4_1492r",1
"39","ASV4","LBH6_1492r",1
"40","ASV4","LWH2_1492r",1
"41","ASV4","LWH6_1492r",1
"42","ASV4","LWO4_1492r",1
"43","ASV4","LTA5_1492r",1
"44","ASV5","LBH1_1492r",1
"45","ASV5","LBH4_1492r",1
"46","ASV5","LBH6_1492r",1
"47","ASV5","LWH2_1492r",1
"48","ASV5","LWH6_1492r",1
"49","ASV5","LWO4_1492r",1
"50","ASV5","LTA5_1492r",1
"51","ASV6","LBH1_1492r",1
"52","ASV6","LBH4_1492r",1
"53","ASV6","LBH6_1492r",1
"54","ASV6","LWH2_1492r",1
"55","ASV6","LWH6_1492r",1
"56","ASV6","LWO4_1492r",1
"57","ASV6","LTA5_1492r",1
"58","ASV7","LDE1_27f",1
"59","ASV7","LBH1_1492r",1
"60","ASV7","LBH4_1492r",1
"61","ASV7","LBH6_1492r",1
"62","ASV7","LWH2_1492r",1
"63","ASV7","LWH6_1492r",1
"64","ASV7","LWO4_1492r",1
"65","ASV7","LAT1_1492r",1
"66","ASV7","LTA5_1492r",1
"67","ASV8","LBH1_1492r",1
"68","ASV8","LBH4_1492r",1
"69","ASV8","LBH6_1492r",1
"70","ASV8","LWH2_1492r",1
"71","ASV8","LWH6_1492r",1
"72","ASV8","LWO4_1492r",1
"73","ASV8","LTA5_1492r",1
"74","ASV9","LBH1_1492r",1
"75","ASV9","LBH4_1492r",1
"76","ASV9","LBH6_1492r",1
"77","ASV9","LWH2_1492r",1
"78","ASV9","LWH6_1492r",1
"79","ASV9","LWO4_1492r",1
"80","ASV9","LTA5_1492r",1
"81","ASV10","LBH1_1492r",1
"82","ASV10","LBH4_1492r",1
"83","ASV10","LBH6_1492r",1
"84","ASV10","LWH2_1492r",1
"85","ASV10","LWH6_1492r",1
"86","ASV10","LWO4_1492r",1
"87","ASV10","LTA5_1492r",1
"88","ASV11","LBH1_1492r",1
"89","ASV11","LBH4_1492r",1
"90","ASV11","LBH6_1492r",1
"91","ASV11","LWH2_1492r",1
"92","ASV11","LWH6_1492r",1
"93","ASV11","LWO4_1492r",1
"94","ASV11","LTA5_1492r",1
"95","ASV12","LBH1_1492r",1
"96","ASV12","LBH4_1492r",1
"97","ASV12","LBH6_1492r",1
"98","ASV12","LWH2_1492r",1
"99","ASV12","LWH6_1492r",1
"100","ASV12","LWO4_1492r",1
"101","ASV12","LTA5_1492r",1
"102","ASV13","LBH1_1492r",1
"103","ASV13","LBH4_1492r",1
"104","ASV13","LBH6_1492r",1
"105","ASV13","LWH2_1492r",1
"106","ASV13","LWH6_1492r",1
"107","ASV13","LWO4_1492r",1
"108","ASV13","LAT1_1492r",1
"109","ASV13","LTA5_1492r",1
"110","ASV13","LMG2_1492r",0.976623376623377
"111","ASV13","LMF1_1492r",0.971428571428571
"112","ASV14","LBH1_1492r",1
"113","ASV14","LBH4_1492r",1
"114","ASV14","LBH6_1492r",1
"115","ASV14","LWH2_1492r",1
"116","ASV14","LWH6_1492r",1
"117","ASV14","LWO4_1492r",1
"118","ASV14","LTA5_1492r",1
"119","ASV15","LBH1_1492r",1
"120","ASV15","LBH4_1492r",1
"121","ASV15","LBH6_1492r",1
"122","ASV15","LWH2_1492r",1
"123","ASV15","LWH6_1492r",1
"124","ASV15","LWO4_1492r",1
"125","ASV15","LTA5_1492r",1
"126","ASV16","LBH1_1492r",1
"127","ASV16","LBH4_1492r",1
"128","ASV16","LBH6_1492r",1
"129","ASV16","LWH2_1492r",1
"130","ASV16","LWH6_1492r",1
"131","ASV16","LWO4_1492r",1
"132","ASV16","LTA5_1492r",1
"133","ASV17","LBH1_1492r",1
"134","ASV17","LBH4_1492r",1
"135","ASV17","LBH6_1492r",1
"136","ASV17","LWH2_1492r",1
"137","ASV17","LWH6_1492r",1
"138","ASV17","LWO4_1492r",1
"139","ASV17","LTA5_1492r",1
"140","ASV18","LBH1_1492r",1
"141","ASV18","LBH4_1492r",1
"142","ASV18","LBH6_1492r",1
"143","ASV18","LWH2_1492r",1
"144","ASV18","LWH6_1492r",1
"145","ASV18","LWO4_1492r",1
"146","ASV18","LAT1_1492r",1
"147","ASV18","LTA5_1492r",1
"148","ASV18","LWS2_1492r",0.973684210526316
"149","ASV19","LBH1_1492r",1
"150","ASV19","LBH4_1492r",1
"151","ASV19","LBH6_1492r",1
"152","ASV19","LWH2_1492r",1
"153","ASV19","LWH6_1492r",1
"154","ASV19","LWO4_1492r",1
"155","ASV19","LTA5_1492r",1
"156","ASV20","LRH12_27f",1
"157","ASV20","LRH13_27f",1
"158","ASV20","LRH11_1492r",1
"159","ASV20","LRH12_1492r",1
"160","ASV20","LRH13_1492r",1
"161","ASV20","LRC7.O_27f",1
"162","ASV20","LRC7.S_1492r",1
"163","ASV20","LBH1_1492r",1
"164","ASV20","LBH4_1492r",1
"165","ASV20","LBH6_1492r",1
"166","ASV20","LWH2_1492r",1
"167","ASV20","LWH6_1492r",1
"168","ASV20","LWO4_1492r",1
"169","ASV20","LAT1_1492r",1
"170","ASV20","LTA5_1492r",1
"171","ASV20","LRH11_27f",0.997368421052632
"172","ASV21","LBA21_1492r",1
"173","ASV21","LMM1_1492r",1
"174","ASV21","LMP1_1492r",1
"175","ASV21","LBH1_1492r",1
"176","ASV21","LBH4_1492r",1
"177","ASV21","LBH6_1492r",1
"178","ASV21","LWH2_1492r",1
"179","ASV21","LWH6_1492r",1
"180","ASV21","LWO4_1492r",1
"181","ASV21","LAT1_1492r",1
"182","ASV21","LTA5_1492r",1
"183","ASV21","LBA21_27f",0.989445910290237
"184","ASV21","LME1_1492r",0.986807387862797
"185","ASV21","LME2_1492r",0.986807387862797
"186","ASV21","LMJ1_1492r",0.984168865435356
"187","ASV21","LMX1_1492r",0.984168865435356
"188","ASV21","LMX8_1492r",0.984168865435356
"189","ASV21","LBA20_27f",0.978947368421053
"190","ASV21","LMA2_1492r",0.978891820580475
"191","ASV21","LMO1_1492r",0.978891820580475
"192","ASV21","LWS11_1492r",0.978891820580475
"193","ASV21","LBA1_1492r",0.976253298153034
"194","ASV21","LBA112_1492r",0.976253298153034
"195","ASV21","LBA3_1492r",0.976253298153034
"196","ASV21","LBA71_1492r",0.976253298153034
"197","ASV21","LMH1_1492r",0.976253298153034
"198","ASV21","LMW1_1492r",0.976253298153034
"199","ASV21","LWS1_1492r",0.970976253298153
"200","ASV21","LWS15_1492r",0.970976253298153
"201","ASV22","LBH1_1492r",1
"202","ASV22","LBH4_1492r",1
"203","ASV22","LBH6_1492r",1
"204","ASV22","LWH2_1492r",1
"205","ASV22","LWH6_1492r",1
"206","ASV22","LWO4_1492r",1
"207","ASV22","LTA5_1492r",1
"208","ASV23","LBH1_1492r",1
"209","ASV23","LBH4_1492r",1
"210","ASV23","LBH6_1492r",1
"211","ASV23","LWH2_1492r",1
"212","ASV23","LWH6_1492r",1
"213","ASV23","LWO4_1492r",1
"214","ASV23","LTA5_1492r",1
"215","ASV24","LBH1_1492r",1
"216","ASV24","LBH4_1492r",1
"217","ASV24","LBH6_1492r",1
"218","ASV24","LWH2_1492r",1
"219","ASV24","LWH6_1492r",1
"220","ASV24","LWO4_1492r",1
"221","ASV24","LTA5_1492r",1
"222","ASV25","LBH1_1492r",1
"223","ASV25","LBH4_1492r",1
"224","ASV25","LBH6_1492r",1
"225","ASV25","LWH2_1492r",1
"226","ASV25","LWH6_1492r",1
"227","ASV25","LWO4_1492r",1
"228","ASV25","LAT1_1492r",1
"229","ASV25","LTA5_1492r",1
"230","ASV25","LMG1_1492r",0.984415584415584
"231","ASV25","LMG2_1492r",0.984415584415584
"232","ASV25","LMF1_1492r",0.971428571428571
"233","ASV26","LBH1_1492r",1
"234","ASV26","LBH4_1492r",1
"235","ASV26","LBH6_1492r",1
"236","ASV26","LWH2_1492r",1
"237","ASV26","LWH6_1492r",1
"238","ASV26","LWO4_1492r",1
"239","ASV26","LTA5_1492r",1
"240","ASV27","LBH1_1492r",1
"241","ASV27","LBH4_1492r",1
"242","ASV27","LBH6_1492r",1
"243","ASV27","LWH2_1492r",1
"244","ASV27","LWH6_1492r",1
"245","ASV27","LWO4_1492r",1
"246","ASV27","LTA5_1492r",1
"247","ASV28","LBH1_1492r",1
"248","ASV28","LBH4_1492r",1
"249","ASV28","LBH6_1492r",1
"250","ASV28","LWH2_1492r",1
"251","ASV28","LWH6_1492r",1
"252","ASV28","LWO4_1492r",1
"253","ASV28","LTA5_1492r",1
"254","ASV29","LBH1_1492r",1
"255","ASV29","LBH4_1492r",1
"256","ASV29","LBH6_1492r",1
"257","ASV29","LWH2_1492r",1
"258","ASV29","LWH6_1492r",1
"259","ASV29","LWO4_1492r",1
"260","ASV29","LTA5_1492r",1
"261","ASV30","LBH1_1492r",1
"262","ASV30","LBH4_1492r",1
"263","ASV30","LBH6_1492r",1
"264","ASV30","LWH2_1492r",1
"265","ASV30","LWH6_1492r",1
"266","ASV30","LWO4_1492r",1
"267","ASV30","LTA5_1492r",1
"268","ASV31","LBH1_1492r",1
"269","ASV31","LBH4_1492r",1
"270","ASV31","LBH6_1492r",1
"271","ASV31","LWH2_1492r",1
"272","ASV31","LWH6_1492r",1
"273","ASV31","LWO4_1492r",1
"274","ASV31","LAT1_1492r",1
"275","ASV31","LTA5_1492r",1
"276","ASV32","LBH1_1492r",1
"277","ASV32","LBH4_1492r",1
"278","ASV32","LBH6_1492r",1
"279","ASV32","LWH2_1492r",1
"280","ASV32","LWH6_1492r",1
"281","ASV32","LWO4_1492r",1
"282","ASV32","LAT1_1492r",1
"283","ASV32","LTA5_1492r",1
"284","ASV32","LWS2_1492r",0.994736842105263
"285","ASV32","LMC3_1492r",0.981578947368421
"286","ASV32","LSP13_27f",0.978947368421053
"287","ASV32","LSP13_1492r",0.978947368421053
"288","ASV32","LMA1_1492r",0.978947368421053
"289","ASV32","LBH2_1492r",0.978947368421053
"290","ASV32","LBH3_1492r",0.978947368421053
"291","ASV32","LBH7_1492r",0.978947368421053
"292","ASV32","LBO4_1492r",0.978947368421053
"293","ASV32","LBO6_1492r",0.978947368421053
"294","ASV32","LWH4_1492r",0.978947368421053
"295","ASV32","LWH8_1492r",0.978947368421053
"296","ASV32","LWH9_1492r",0.978947368421053
"297","ASV32","LWS12_1492r",0.978947368421053
"298","ASV33","LBH1_1492r",1
"299","ASV33","LBH4_1492r",1
"300","ASV33","LBH6_1492r",1
"301","ASV33","LWH2_1492r",1
"302","ASV33","LWH6_1492r",1
"303","ASV33","LWO4_1492r",1
"304","ASV33","LTA5_1492r",1
"305","ASV34","LBH1_1492r",1
"306","ASV34","LBH4_1492r",1
"307","ASV34","LBH6_1492r",1
"308","ASV34","LWH2_1492r",1
"309","ASV34","LWH6_1492r",1
"310","ASV34","LWO4_1492r",1
"311","ASV34","LTA5_1492r",1
"312","ASV35","LBH1_1492r",1
"313","ASV35","LBH4_1492r",1
"314","ASV35","LBH6_1492r",1
"315","ASV35","LWH2_1492r",1
"316","ASV35","LWH6_1492r",1
"317","ASV35","LWO4_1492r",1
"318","ASV35","LTA5_1492r",1
"319","ASV36","LBH1_1492r",1
"320","ASV36","LBH4_1492r",1
"321","ASV36","LBH6_1492r",1
"322","ASV36","LWH2_1492r",1
"323","ASV36","LWH6_1492r",1
"324","ASV36","LWO4_1492r",1
"325","ASV36","LTA5_1492r",1
"326","ASV37","LBH1_1492r",1
"327","ASV37","LBH4_1492r",1
"328","ASV37","LBH6_1492r",1
"329","ASV37","LWH2_1492r",1
"330","ASV37","LWH6_1492r",1
"331","ASV37","LWO4_1492r",1
"332","ASV37","LTA5_1492r",1
"333","ASV38","LBH1_1492r",1
"334","ASV38","LBH4_1492r",1
"335","ASV38","LBH6_1492r",1
"336","ASV38","LWH2_1492r",1
"337","ASV38","LWH6_1492r",1
"338","ASV38","LWO4_1492r",1
"339","ASV38","LAT1_1492r",1
"340","ASV38","LTA5_1492r",1
"341","ASV39","LBH1_1492r",1
"342","ASV39","LBH4_1492r",1
"343","ASV39","LBH6_1492r",1
"344","ASV39","LWH2_1492r",1
"345","ASV39","LWH6_1492r",1
"346","ASV39","LWO4_1492r",1
"347","ASV39","LTA5_1492r",1
"348","ASV40","LBH1_1492r",1
"349","ASV40","LBH4_1492r",1
"350","ASV40","LBH6_1492r",1
"351","ASV40","LWH2_1492r",1
"352","ASV40","LWH6_1492r",1
"353","ASV40","LWO4_1492r",1
"354","ASV40","LTA5_1492r",1
"355","ASV41","LBH1_1492r",1
"356","ASV41","LBH4_1492r",1
"357","ASV41","LBH6_1492r",1
"358","ASV41","LWH2_1492r",1
"359","ASV41","LWH6_1492r",1
"360","ASV41","LWO4_1492r",1
"361","ASV41","LTA5_1492r",1
"362","ASV42","LBH1_1492r",1
"363","ASV42","LBH4_1492r",1
"364","ASV42","LBH6_1492r",1
"365","ASV42","LWH2_1492r",1
"366","ASV42","LWH6_1492r",1
"367","ASV42","LWO4_1492r",1
"368","ASV42","LTA5_1492r",1
"369","ASV43","LBH1_1492r",1
"370","ASV43","LBH4_1492r",1
"371","ASV43","LBH6_1492r",1
"372","ASV43","LWH2_1492r",1
"373","ASV43","LWH6_1492r",1
"374","ASV43","LWO4_1492r",1
"375","ASV43","LTA5_1492r",1
"376","ASV44","LBH1_1492r",1
"377","ASV44","LBH4_1492r",1
"378","ASV44","LBH6_1492r",1
"379","ASV44","LWH2_1492r",1
"380","ASV44","LWH6_1492r",1
"381","ASV44","LWO4_1492r",1
"382","ASV44","LAT1_1492r",1
"383","ASV44","LTA5_1492r",1
"384","ASV44","LMG2_1492r",0.976623376623377
"385","ASV45","LBH1_1492r",1
"386","ASV45","LBH4_1492r",1
"387","ASV45","LBH6_1492r",1
"388","ASV45","LWH2_1492r",1
"389","ASV45","LWH6_1492r",1
"390","ASV45","LWO4_1492r",1
"391","ASV45","LTA5_1492r",1
"392","ASV46","LBH1_1492r",1
"393","ASV46","LBH4_1492r",1
"394","ASV46","LBH6_1492r",1
"395","ASV46","LWH2_1492r",1
"396","ASV46","LWH6_1492r",1
"397","ASV46","LWO4_1492r",1
"398","ASV46","LTA5_1492r",1
"399","ASV47","LBH1_1492r",1
"400","ASV47","LBH4_1492r",1
"401","ASV47","LBH6_1492r",1
"402","ASV47","LWH2_1492r",1
"403","ASV47","LWH6_1492r",1
"404","ASV47","LWO4_1492r",1
"405","ASV47","LTA5_1492r",1
"406","ASV48","LBH1_1492r",1
"407","ASV48","LBH4_1492r",1
"408","ASV48","LBH6_1492r",1
"409","ASV48","LWH2_1492r",1
"410","ASV48","LWH6_1492r",1
"411","ASV48","LWO4_1492r",1
"412","ASV48","LTA5_1492r",1
"413","ASV49","LBH1_1492r",1
"414","ASV49","LBH4_1492r",1
"415","ASV49","LBH6_1492r",1
"416","ASV49","LWH2_1492r",1
"417","ASV49","LWH6_1492r",1
"418","ASV49","LWO4_1492r",1
"419","ASV49","LTA5_1492r",1
"420","ASV50","LBH1_1492r",1
"421","ASV50","LBH4_1492r",1
"422","ASV50","LBH6_1492r",1
"423","ASV50","LWH2_1492r",1
"424","ASV50","LWH6_1492r",1
"425","ASV50","LWO4_1492r",1
"426","ASV50","LTA5_1492r",1
"427","ASV50","LMS1_1492r",0.970430107526882
"428","ASV51","LBH1_1492r",1
"429","ASV51","LBH4_1492r",1
"430","ASV51","LBH6_1492r",1
"431","ASV51","LWH2_1492r",1
"432","ASV51","LWH6_1492r",1
"433","ASV51","LWO4_1492r",1
"434","ASV51","LTA5_1492r",1
"435","ASV52","LBH1_1492r",1
"436","ASV52","LBH4_1492r",1
"437","ASV52","LBH6_1492r",1
"438","ASV52","LWH2_1492r",1
"439","ASV52","LWH6_1492r",1
"440","ASV52","LWO4_1492r",1
"441","ASV52","LTA5_1492r",1
"442","ASV53","LBH1_1492r",1
"443","ASV53","LBH4_1492r",1
"444","ASV53","LBH6_1492r",1
"445","ASV53","LWH2_1492r",1
"446","ASV53","LWH6_1492r",1
"447","ASV53","LWO4_1492r",1
"448","ASV53","LTA5_1492r",1
"449","ASV54","LBH1_1492r",1
"450","ASV54","LBH4_1492r",1
"451","ASV54","LBH6_1492r",1
"452","ASV54","LWH2_1492r",1
"453","ASV54","LWH6_1492r",1
"454","ASV54","LWO4_1492r",1
"455","ASV54","LTA5_1492r",1
"456","ASV55","LBH1_1492r",1
"457","ASV55","LBH4_1492r",1
"458","ASV55","LBH6_1492r",1
"459","ASV55","LWH2_1492r",1
"460","ASV55","LWH6_1492r",1
"461","ASV55","LWO4_1492r",1
"462","ASV55","LTA5_1492r",1
"463","ASV56","LBH1_1492r",1
"464","ASV56","LBH4_1492r",1
"465","ASV56","LBH6_1492r",1
"466","ASV56","LWH2_1492r",1
"467","ASV56","LWH6_1492r",1
"468","ASV56","LWO4_1492r",1
"469","ASV56","LAT1_1492r",1
"470","ASV56","LTA5_1492r",1
"471","ASV57","LBH1_1492r",1
"472","ASV57","LBH4_1492r",1
"473","ASV57","LBH6_1492r",1
"474","ASV57","LWH2_1492r",1
"475","ASV57","LWH6_1492r",1
"476","ASV57","LWO4_1492r",1
"477","ASV57","LAT1_1492r",1
"478","ASV57","LTA5_1492r",1
"479","ASV57","LMG1_1492r",0.971428571428571
"480","ASV57","LMG2_1492r",0.971428571428571
"481","ASV58","LBH1_1492r",1
"482","ASV58","LBH4_1492r",1
"483","ASV58","LBH6_1492r",1
"484","ASV58","LWH2_1492r",1
"485","ASV58","LWH6_1492r",1
"486","ASV58","LWO4_1492r",1
"487","ASV58","LTA5_1492r",1
"488","ASV59","LBH1_1492r",1
"489","ASV59","LBH4_1492r",1
"490","ASV59","LBH6_1492r",1
"491","ASV59","LWH2_1492r",1
"492","ASV59","LWH6_1492r",1
"493","ASV59","LWO4_1492r",1
"494","ASV59","LTA5_1492r",1
"495","ASV60","LBH1_1492r",1
"496","ASV60","LBH4_1492r",1
"497","ASV60","LBH6_1492r",1
"498","ASV60","LWH2_1492r",1
"499","ASV60","LWH6_1492r",1
"500","ASV60","LWO4_1492r",1
"501","ASV60","LTA5_1492r",1
"502","ASV61","LMX11_1492r",1
"503","ASV61","LMX4_1492r",1
"504","ASV61","LMX9_1492r",1
"505","ASV61","LBH1_1492r",1
"506","ASV61","LBH4_1492r",1
"507","ASV61","LBH6_1492r",1
"508","ASV61","LWH2_1492r",1
"509","ASV61","LWH6_1492r",1
"510","ASV61","LWO4_1492r",1
"511","ASV61","LAT1_1492r",1
"512","ASV61","LBN5_1492r",1
"513","ASV61","LMS3_1492r",1
"514","ASV61","LTA5_1492r",1
"515","ASV61","LPD11_27f",0.997354497354497
"516","ASV61","LPD11_1492r",0.997354497354497
"517","ASV61","LPD12_1492r",0.997354497354497
"518","ASV61","LWO6_1492r",0.997354497354497
"519","ASV61","LTA3_1492r",0.997354497354497
"520","ASV61","LWO15_1492r",0.997354497354497
"521","ASV61","LWS2.2_1492r",0.997354497354497
"522","ASV61","LTA1_1492r",0.994708994708995
"523","ASV61","LMY1_1492r",0.992063492063492
"524","ASV61","LTA7_1492r",0.989417989417989
"525","ASV61","LPD12_27f",0.986772486772487
"526","ASV61","LPD34_27f",0.970899470899471
"527","ASV61","LST26_27f",0.970899470899471
"528","ASV61","LPD2_1492r",0.970899470899471
"529","ASV61","LPD21_1492r",0.970899470899471
"530","ASV61","LPB4.O_1492r",0.970899470899471
"531","ASV62","LBH1_1492r",1
"532","ASV62","LBH4_1492r",1
"533","ASV62","LBH6_1492r",1
"534","ASV62","LWH2_1492r",1
"535","ASV62","LWH6_1492r",1
"536","ASV62","LWO4_1492r",1
"537","ASV62","LTA5_1492r",1
"538","ASV63","LBH1_1492r",1
"539","ASV63","LBH4_1492r",1
"540","ASV63","LBH6_1492r",1
"541","ASV63","LWH2_1492r",1
"542","ASV63","LWH6_1492r",1
"543","ASV63","LWO4_1492r",1
"544","ASV63","LTA5_1492r",1
"545","ASV64","LBH1_1492r",1
"546","ASV64","LBH4_1492r",1
"547","ASV64","LBH6_1492r",1
"548","ASV64","LWH2_1492r",1
"549","ASV64","LWH6_1492r",1
"550","ASV64","LWO4_1492r",1
"551","ASV64","LAT1_1492r",1
"552","ASV64","LTA5_1492r",1
"553","ASV65","LBH1_1492r",1
"554","ASV65","LBH4_1492r",1
"555","ASV65","LBH6_1492r",1
"556","ASV65","LWH2_1492r",1
"557","ASV65","LWH6_1492r",1
"558","ASV65","LWO4_1492r",1
"559","ASV65","LAT1_1492r",1
"560","ASV65","LTA5_1492r",1
"561","ASV66","LBH1_1492r",1
"562","ASV66","LBH4_1492r",1
"563","ASV66","LBH6_1492r",1
"564","ASV66","LWH2_1492r",1
"565","ASV66","LWH6_1492r",1
"566","ASV66","LWO4_1492r",1
"567","ASV66","LTA5_1492r",1
"568","ASV67","LBH1_1492r",1
"569","ASV67","LBH4_1492r",1
"570","ASV67","LBH6_1492r",1
"571","ASV67","LWH2_1492r",1
"572","ASV67","LWH6_1492r",1
"573","ASV67","LWO4_1492r",1
"574","ASV67","LTA5_1492r",1
"575","ASV68","LBH1_1492r",1
"576","ASV68","LBH4_1492r",1
"577","ASV68","LBH6_1492r",1
"578","ASV68","LWH2_1492r",1
"579","ASV68","LWH6_1492r",1
"580","ASV68","LWO4_1492r",1
"581","ASV68","LTA5_1492r",1
"582","ASV69","LBH1_1492r",1
"583","ASV69","LBH4_1492r",1
"584","ASV69","LBH6_1492r",1
"585","ASV69","LWH2_1492r",1
"586","ASV69","LWH6_1492r",1
"587","ASV69","LWO4_1492r",1
"588","ASV69","LTA5_1492r",1
"589","ASV70","LBH1_1492r",1
"590","ASV70","LBH4_1492r",1
"591","ASV70","LBH6_1492r",1
"592","ASV70","LWH2_1492r",1
"593","ASV70","LWH6_1492r",1
"594","ASV70","LWO4_1492r",1
"595","ASV70","LTA5_1492r",1
"596","ASV71","LBH1_1492r",1
"597","ASV71","LBH4_1492r",1
"598","ASV71","LBH6_1492r",1
"599","ASV71","LWH2_1492r",1
"600","ASV71","LWH6_1492r",1
"601","ASV71","LWO4_1492r",1
"602","ASV71","LTA5_1492r",1
"603","ASV72","LBH1_1492r",1
"604","ASV72","LBH4_1492r",1
"605","ASV72","LBH6_1492r",1
"606","ASV72","LWH2_1492r",1
"607","ASV72","LWH6_1492r",1
"608","ASV72","LWO4_1492r",1
"609","ASV72","LAT1_1492r",1
"610","ASV72","LTA5_1492r",1
"611","ASV73","LBH1_1492r",1
"612","ASV73","LBH4_1492r",1
"613","ASV73","LBH6_1492r",1
"614","ASV73","LWH2_1492r",1
"615","ASV73","LWH6_1492r",1
"616","ASV73","LWO4_1492r",1
"617","ASV73","LAT1_1492r",1
"618","ASV73","LTA5_1492r",1
"619","ASV74","LBH1_1492r",1
"620","ASV74","LBH4_1492r",1
"621","ASV74","LBH6_1492r",1
"622","ASV74","LWH2_1492r",1
"623","ASV74","LWH6_1492r",1
"624","ASV74","LWO4_1492r",1
"625","ASV74","LTA5_1492r",1
"626","ASV75","LBH1_1492r",1
"627","ASV75","LBH4_1492r",1
"628","ASV75","LBH6_1492r",1
"629","ASV75","LWH2_1492r",1
"630","ASV75","LWH6_1492r",1
"631","ASV75","LWO4_1492r",1
"632","ASV75","LAT1_1492r",1
"633","ASV75","LTA5_1492r",1
"634","ASV76","LBH1_1492r",1
"635","ASV76","LBH4_1492r",1
"636","ASV76","LBH6_1492r",1
"637","ASV76","LWH2_1492r",1
"638","ASV76","LWH6_1492r",1
"639","ASV76","LWO4_1492r",1
"640","ASV76","LTA5_1492r",1
"641","ASV77","LBH1_1492r",1
"642","ASV77","LBH4_1492r",1
"643","ASV77","LBH6_1492r",1
"644","ASV77","LWH2_1492r",1
"645","ASV77","LWH6_1492r",1
"646","ASV77","LWO4_1492r",1
"647","ASV77","LTA5_1492r",1
"648","ASV78","LBH1_1492r",1
"649","ASV78","LBH4_1492r",1
"650","ASV78","LBH6_1492r",1
"651","ASV78","LWH2_1492r",1
"652","ASV78","LWH6_1492r",1
"653","ASV78","LWO4_1492r",1
"654","ASV78","LTA5_1492r",1
"655","ASV79","LBH1_1492r",1
"656","ASV79","LBH4_1492r",1
"657","ASV79","LBH6_1492r",1
"658","ASV79","LWH2_1492r",1
"659","ASV79","LWH6_1492r",1
"660","ASV79","LWO4_1492r",1
"661","ASV79","LTA5_1492r",1
"662","ASV79","LMS1_1492r",0.970430107526882
"663","ASV80","LBH1_1492r",1
"664","ASV80","LBH4_1492r",1
"665","ASV80","LBH6_1492r",1
"666","ASV80","LWH2_1492r",1
"667","ASV80","LWH6_1492r",1
"668","ASV80","LWO4_1492r",1
"669","ASV80","LTA5_1492r",1
"670","ASV81","LBH1_1492r",1
"671","ASV81","LBH4_1492r",1
"672","ASV81","LBH6_1492r",1
"673","ASV81","LWH2_1492r",1
"674","ASV81","LWH6_1492r",1
"675","ASV81","LWO4_1492r",1
"676","ASV81","LTA5_1492r",1
"677","ASV82","LBH1_1492r",1
"678","ASV82","LBH4_1492r",1
"679","ASV82","LBH6_1492r",1
"680","ASV82","LWH2_1492r",1
"681","ASV82","LWH6_1492r",1
"682","ASV82","LWO4_1492r",1
"683","ASV82","LTA5_1492r",1
"684","ASV83","LBH1_1492r",1
"685","ASV83","LBH4_1492r",1
"686","ASV83","LBH6_1492r",1
"687","ASV83","LWH2_1492r",1
"688","ASV83","LWH6_1492r",1
"689","ASV83","LWO4_1492r",1
"690","ASV83","LTA5_1492r",1
"691","ASV84","LBH1_1492r",1
"692","ASV84","LBH4_1492r",1
"693","ASV84","LBH6_1492r",1
"694","ASV84","LWH2_1492r",1
"695","ASV84","LWH6_1492r",1
"696","ASV84","LWO4_1492r",1
"697","ASV84","LTA5_1492r",1
"698","ASV85","LMX1_1492r",1
"699","ASV85","LBH1_1492r",1
"700","ASV85","LBH4_1492r",1
"701","ASV85","LBH6_1492r",1
"702","ASV85","LWH2_1492r",1
"703","ASV85","LWH6_1492r",1
"704","ASV85","LWO4_1492r",1
"705","ASV85","LAT1_1492r",1
"706","ASV85","LTA5_1492r",1
"707","ASV85","LMX8_1492r",0.989445910290237
"708","ASV85","LBA21_1492r",0.984168865435356
"709","ASV85","LMM1_1492r",0.984168865435356
"710","ASV85","LMP1_1492r",0.984168865435356
"711","ASV85","LMA2_1492r",0.978891820580475
"712","ASV85","LWS11_1492r",0.978891820580475
"713","ASV85","LME1_1492r",0.976253298153034
"714","ASV85","LME2_1492r",0.976253298153034
