"","Plate.ID","qPCR.DNA.ID","Sample.ID","Location","Background","Genotype","Compartment","Replicate","Field_ID","Well","qPCR.Method","LinRegPCR","qPCR.Replicate","indiv.PCR.eff.ZmActin1A","R2.ZmActin1A","threshold.ZmActin1A","Cq.ZmActin1A","indiv.PCR.eff.ZmActin1B","R2.ZmActin1B","threshold.ZmActin1B","Cq.ZmActin1B","indiv.PCR.eff.799F904R","R2.799F904R","threshold.799F904R","Cq.799F904R","Mean.PCR.eff.799F904R","RB"
"66","C302SOLT","C302SOLT_Reckenholz_B73_WT_root_9_4.4_1","Reckenholz_B73_WT_root_9_4.4","Reckenholz","B73","WT","root",9,4.4,"M13","HOT FIREPOL","Multi per target",1,1.88466137793402,0.999999283529585,0.382,31.1904974304724,1.86741130546498,0.999980868270261,0.4285,30.4345351996414,1.61884382452475,0.968304034249952,0.0405,22.9847643361093,1.41174202394875,179046.27477092
"67","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_1_3.1_1","Reckenholz_W22_bx1_root_1_3.1","Reckenholz","W22","bx1","root",1,3.1,"O15","HOT FIREPOL","Multi per target",1,1.90423411925582,0.999235312823797,0.382,31.6899359490707,1.92193154342065,0.999966907567489,0.4285,30.6975316475744,1.40982592803442,0.983749546645803,0.0405,22.567711632018,1.41174202394875,284872.772500691
"68","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_2_7.1_1","Reckenholz_W22_bx1_root_2_7.1","Reckenholz","W22","bx1","root",2,7.1,"A17","HOT FIREPOL","Multi per target",1,1.90487270262353,0.998967282519443,0.382,32.9404680954175,1.88653446565673,0.999860041423033,0.4285,31.3959295818635,1,0,0.0405,0,1.41174202394875,1523703446.90843
"69","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_5_10.2_1","Reckenholz_W22_bx1_root_5_10.2","Reckenholz","W22","bx1","root",5,10.2,"G15","HOT FIREPOL","Multi per target",1,1.88388306012549,0.999727755458088,0.382,31.1238936047216,1.88807302993138,0.999940676389341,0.4285,29.5038468135597,1.68979790864598,0.999515234173142,0.0405,23.0626323209767,1.41174202394875,167007.824983028
"70","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_7_4.3_1","Reckenholz_W22_bx1_root_7_4.3","Reckenholz","W22","bx1","root",7,4.3,"M15","HOT FIREPOL","Multi per target",1,1.96309548168729,0.999858020690969,0.382,32.6501928081405,1.97645898443193,0.999997302717217,0.4285,31.7614180270625,1,0,0.0405,0,1.41174202394875,1264677083.22146
"71","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_8_8.3_1","Reckenholz_W22_bx1_root_8_8.3","Reckenholz","W22","bx1","root",8,8.3,"M17","HOT FIREPOL","Multi per target",1,1.93169360029479,0.999669413870575,0.382,31.8518222259396,1.96469548288016,0.999871976425134,0.4285,30.6429552304399,1.83235756150186,0.971009152251236,0.0405,25.4217864226663,1.41174202394875,118131.972243401
"72","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"73","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"74","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"75","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"76","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"77","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"78","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"79","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"80","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"81","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"82","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"83","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"84","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"85","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"86","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"87","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"88","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"89","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"90","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"91","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"92","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"93","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"94","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"95","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"96","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"97","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"98","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"99","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"100","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"101","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"102","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"103","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"104","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"105","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"106","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"107","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"108","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"109","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"110","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"111","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"112","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"113","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"114","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"115","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"116","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"117","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"118","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"119","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"120","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"121","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"122","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"123","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"124","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"125","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"126","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"127","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.88518350075756,0.999486142356499,0.382,32.5333356657091,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,142962.088895828
"128","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"129","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.88164636101281,0.999631168354123,0.4285,30.8601334951622,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"130","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
"131","C302SOLT","C302SOLT_Reckenholz_W22_bx1_root_9_11.3_1","Reckenholz_W22_bx1_root_9_11.3","Reckenholz","W22","bx1","root",9,11.3,"G19","HOT FIREPOL","Multi per target",1,1.91780970343615,0.99899615910154,0.382,32.96798274455,1.86677292543256,0.999839500966828,0.4285,30.7199181450193,1.70901751306918,0.992542357853045,0.0405,26.1371789531515,1.41174202394875,188968.139966851
